#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=2013|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|TRANSLATION[it]|CODE EQUIVALENT [T]|CODE EQUIVALENT [S]|VALID FROM|VALID TO
836.63|836.63|LUSSAZIONE DELLA TIBIA MEDIALE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA MEDIALE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA MEDIALE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
836.64|836.64|LUSSAZIONE DELLA TIBIA LATERALE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA LATERALE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA LATERALE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
836.69|836.69|ALTRE LUSSAZIONI DEL GINOCCHIO,ESPOSTE|ALTRE LUSSAZIONI DEL GINOCCHIO,ESPOSTE|C|0|ALTRE LUSSAZIONI DEL GINOCCHIO,ESPOSTE|||12/12/2013 12:15|
DEPRECATED.837|837|LUSSAZIONE DI CAVIGLIA|LUSSAZIONE DI CAVIGLIA|C|0|LUSSAZIONE DI CAVIGLIA|||12/12/2013 12:15|
837.0|837.0|LUSSAZIONE DELLA CAVIGLIA CHIUSA|LUSSAZIONE DELLA CAVIGLIA CHIUSA|C|0|LUSSAZIONE DELLA CAVIGLIA CHIUSA|||12/12/2013 12:15|
837.1|837.1|LUSSAZIONE DELLA CAVIGLIA,ESPOSTA|LUSSAZIONE DELLA CAVIGLIA,ESPOSTA|C|0|LUSSAZIONE DELLA CAVIGLIA,ESPOSTA|||12/12/2013 12:15|
DEPRECATED.838|838|LUSSAZIONE DEL PIEDE|LUSSAZIONE DEL PIEDE|C|0|LUSSAZIONE DEL PIEDE|||12/12/2013 12:15|
DEPRECATED.838.0|838.0|LUSSAZIONE PIEDE-SEMPLI|LUSSAZIONE PIEDE-SEMPLI|C|0|LUSSAZIONE PIEDE-SEMPLI|||12/12/2013 12:15|
838.00|838.00|LUSSAZIONE CHIUSA DEL PIEDE,NON SPECIFICATO|LUSSAZIONE CHIUSA DEL PIEDE,NON SPECIFICATO|C|0|LUSSAZIONE CHIUSA DEL PIEDE,NON SPECIFICATO|||12/12/2013 12:15|
838.01|838.01|LUSSAZIONE CHIUSA TARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|LUSSAZIONE CHIUSA TARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|C|0|LUSSAZIONE CHIUSA TARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|||12/12/2013 12:15|
838.02|838.02|LUSSAZIONE CHIUSA MEDIOTARSALE (ARTICOLAZIONE)|LUSSAZIONE CHIUSA MEDIOTARSALE (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA MEDIOTARSALE (ARTICOLAZIONE)|||12/12/2013 12:15|
838.03|838.03|LUSSAZIONE CHIUSA TARSOMETATARSALE (ARTICOLAZIONE)|LUSSAZIONE CHIUSA TARSOMETATARSALE (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA TARSOMETATARSALE (ARTICOLAZIONE)|||12/12/2013 12:15|
838.04|838.04|LUSSAZIONE CHIUSA METATARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|LUSSAZIONE CHIUSA METATARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|C|0|LUSSAZIONE CHIUSA METATARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|||12/12/2013 12:15|
838.05|838.05|LUSSAZIONE CHIUSA METATARSOFALANGEO (ARTICOLAZIONE)|LUSSAZIONE CHIUSA METATARSOFALANGEO (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA METATARSOFALANGEO (ARTICOLAZIONE)|||12/12/2013 12:15|
838.06|838.06|LUSSAZIONE CHIUSA INTERFALANGEO (ARTICOLAZIONE),PIEDE|LUSSAZIONE CHIUSA INTERFALANGEO (ARTICOLAZIONE),PIEDE|C|0|LUSSAZIONE CHIUSA INTERFALANGEO (ARTICOLAZIONE),PIEDE|||12/12/2013 12:15|
838.09|838.09|LUSSAZIONE CHIUSA ALTRO|LUSSAZIONE CHIUSA ALTRO|C|0|LUSSAZIONE CHIUSA ALTRO|||12/12/2013 12:15|
DEPRECATED.838.1|838.1|LUSSAZIONE PIEDE-COMP|LUSSAZIONE PIEDE-COMP|C|0|LUSSAZIONE PIEDE-COMP|||12/12/2013 12:15|
838.10|838.10|LUSSAZIONE ESPOSTA DEL PIEDE,NON SPECIFICATO|LUSSAZIONE ESPOSTA DEL PIEDE,NON SPECIFICATO|C|0|LUSSAZIONE ESPOSTA DEL PIEDE,NON SPECIFICATO|||12/12/2013 12:15|
838.11|838.11|LUSSAZIONE ESPOSTA TARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|LUSSAZIONE ESPOSTA TARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|C|0|LUSSAZIONE ESPOSTA TARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|||12/12/2013 12:15|
838.12|838.12|LUSSAZIONE ESPOSTA MEDIOTARSALE (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA MEDIOTARSALE (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA MEDIOTARSALE (ARTICOLAZIONE)|||12/12/2013 12:15|
838.13|838.13|LUSSAZIONE ESPOSTA TARSOMETATARSALE (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA TARSOMETATARSALE (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA TARSOMETATARSALE (ARTICOLAZIONE)|||12/12/2013 12:15|
838.14|838.14|LUSSAZIONE ESPOSTA METATARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|LUSSAZIONE ESPOSTA METATARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|C|0|LUSSAZIONE ESPOSTA METATARSALE (OSSO),ARTICOLAZIONE NON SPECIFICATA|||12/12/2013 12:15|
838.15|838.15|LUSSAZIONE ESPOSTA METATARSOFALANGEO (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA METATARSOFALANGEO (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA METATARSOFALANGEO (ARTICOLAZIONE)|||12/12/2013 12:15|
838.16|838.16|LUSSAZIONE ESPOSTA INTERFALANGEO (ARTICOLAZIONE),PIEDE|LUSSAZIONE ESPOSTA INTERFALANGEO (ARTICOLAZIONE),PIEDE|C|0|LUSSAZIONE ESPOSTA INTERFALANGEO (ARTICOLAZIONE),PIEDE|||12/12/2013 12:15|
838.19|838.19|LUSSAZIONE ESPOSTA ALTRO|LUSSAZIONE ESPOSTA ALTRO|C|0|LUSSAZIONE ESPOSTA ALTRO|||12/12/2013 12:15|
DEPRECATED.839|839|LUSSAZIONE NAS|LUSSAZIONE NAS|C|0|LUSSAZIONE NAS|||12/12/2013 12:15|
DEPRECATED.839.0|839.0|LUSS VERTEB CERVIC-SEMPL|LUSS VERTEB CERVIC-SEMPL|C|0|LUSS VERTEB CERVIC-SEMPL|||12/12/2013 12:15|
839.00|839.00|LUSSAZIONE CHIUSA DI VERTEBRA CERVICALE,NON SPECIFICATA|LUSSAZIONE CHIUSA DI VERTEBRA CERVICALE,NON SPECIFICATA|C|0|LUSSAZIONE CHIUSA DI VERTEBRA CERVICALE,NON SPECIFICATA|||12/12/2013 12:15|
839.01|839.01|LUSSAZIONE CHIUSA DELLA PRIMA VERTEBRA CERVICALE|LUSSAZIONE CHIUSA DELLA PRIMA VERTEBRA CERVICALE|C|0|LUSSAZIONE CHIUSA DELLA PRIMA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.02|839.02|LUSSAZIONE CHIUSA DELLA SECONDA VERTEBRA CERVICALE|LUSSAZIONE CHIUSA DELLA SECONDA VERTEBRA CERVICALE|C|0|LUSSAZIONE CHIUSA DELLA SECONDA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.03|839.03|LUSSAZIONE CHIUSA DELLA TERZA VERTEBRA CERVICALE|LUSSAZIONE CHIUSA DELLA TERZA VERTEBRA CERVICALE|C|0|LUSSAZIONE CHIUSA DELLA TERZA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.04|839.04|LUSSAZIONE CHIUSA DELLA QUARTA VERTEBRA CERVICALE|LUSSAZIONE CHIUSA DELLA QUARTA VERTEBRA CERVICALE|C|0|LUSSAZIONE CHIUSA DELLA QUARTA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.05|839.05|LUSSAZIONE CHIUSA DELLA QUINTA VERTEBRA CERVICALE|LUSSAZIONE CHIUSA DELLA QUINTA VERTEBRA CERVICALE|C|0|LUSSAZIONE CHIUSA DELLA QUINTA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.06|839.06|LUSSAZIONE CHIUSA DELLA SESTA VERTEBRA CERVICALE|LUSSAZIONE CHIUSA DELLA SESTA VERTEBRA CERVICALE|C|0|LUSSAZIONE CHIUSA DELLA SESTA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.07|839.07|LUSSAZIONE CHIUSA DELLA SETTIMA VERTEBRA CERVICALE|LUSSAZIONE CHIUSA DELLA SETTIMA VERTEBRA CERVICALE|C|0|LUSSAZIONE CHIUSA DELLA SETTIMA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.08|839.08|LUSSAZIONE CHIUSA DI MULTIPLE VERTEBRE CERVICALI|LUSSAZIONE CHIUSA DI MULTIPLE VERTEBRE CERVICALI|C|0|LUSSAZIONE CHIUSA DI MULTIPLE VERTEBRE CERVICALI|||12/12/2013 12:15|
DEPRECATED.839.1|839.1|LUSSAZ VERT CERVICALE-CO|LUSSAZ VERT CERVICALE-CO|C|0|LUSSAZ VERT CERVICALE-CO|||12/12/2013 12:15|
839.10|839.10|LUSSAZIONE ESPOSTA DELLA VERTEBRA CERVICALE,NON SPECIFICATA|LUSSAZIONE ESPOSTA DELLA VERTEBRA CERVICALE,NON SPECIFICATA|C|0|LUSSAZIONE ESPOSTA DELLA VERTEBRA CERVICALE,NON SPECIFICATA|||12/12/2013 12:15|
839.11|839.11|LUSSAZIONE ESPOSTA DELLA PRIMA VERTEBRA CERVICALE|LUSSAZIONE ESPOSTA DELLA PRIMA VERTEBRA CERVICALE|C|0|LUSSAZIONE ESPOSTA DELLA PRIMA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.12|839.12|LUSSAZIONE ESPOSTA DELLA SECONDA VERTEBRA CERVICALE|LUSSAZIONE ESPOSTA DELLA SECONDA VERTEBRA CERVICALE|C|0|LUSSAZIONE ESPOSTA DELLA SECONDA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.13|839.13|LUSSAZIONE ESPOSTA DELLA TERZA VERTEBRA CERVICALE|LUSSAZIONE ESPOSTA DELLA TERZA VERTEBRA CERVICALE|C|0|LUSSAZIONE ESPOSTA DELLA TERZA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.14|839.14|LUSSAZIONE ESPOSTA DELLA QUARTA VERTEBRA CERVICALE|LUSSAZIONE ESPOSTA DELLA QUARTA VERTEBRA CERVICALE|C|0|LUSSAZIONE ESPOSTA DELLA QUARTA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.15|839.15|LUSSAZIONE ESPOSTA DELLA QUINTA VERTEBRA CERVICALE|LUSSAZIONE ESPOSTA DELLA QUINTA VERTEBRA CERVICALE|C|0|LUSSAZIONE ESPOSTA DELLA QUINTA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.16|839.16|LUSSAZIONE ESPOSTA DELLA SESTA VERTEBRA CERVICALE|LUSSAZIONE ESPOSTA DELLA SESTA VERTEBRA CERVICALE|C|0|LUSSAZIONE ESPOSTA DELLA SESTA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.17|839.17|LUSSAZIONE ESPOSTA DELLA SETTIMA VERTEBRA CERVICALE|LUSSAZIONE ESPOSTA DELLA SETTIMA VERTEBRA CERVICALE|C|0|LUSSAZIONE ESPOSTA DELLA SETTIMA VERTEBRA CERVICALE|||12/12/2013 12:15|
839.18|839.18|LUSSAZIONE ESPOSTA DI MULTIPLE VERTEBRE CERVICALI|LUSSAZIONE ESPOSTA DI MULTIPLE VERTEBRE CERVICALI|C|0|LUSSAZIONE ESPOSTA DI MULTIPLE VERTEBRE CERVICALI|||12/12/2013 12:15|
DEPRECATED.839.2|839.2|LUSS VERT DORS/LOMB-SEMP|LUSS VERT DORS/LOMB-SEMP|C|0|LUSS VERT DORS/LOMB-SEMP|||12/12/2013 12:15|
839.20|839.20|LUSSAZIONE CHIUSA DELLE VERTEBRE LOMBARI|LUSSAZIONE CHIUSA DELLE VERTEBRE LOMBARI|C|0|LUSSAZIONE CHIUSA DELLE VERTEBRE LOMBARI|||12/12/2013 12:15|
839.21|839.21|LUSSAZIONE CHIUSA DELLE VERTEBRE TORACICHE|LUSSAZIONE CHIUSA DELLE VERTEBRE TORACICHE|C|0|LUSSAZIONE CHIUSA DELLE VERTEBRE TORACICHE|||12/12/2013 12:15|
DEPRECATED.839.3|839.3|LUSSAZ VERT DORS/LOMB-CO|LUSSAZ VERT DORS/LOMB-CO|C|0|LUSSAZ VERT DORS/LOMB-CO|||12/12/2013 12:15|
839.30|839.30|LUSSAZIONE ESPOSTA DELLE VERTEBRE LOMBARI|LUSSAZIONE ESPOSTA DELLE VERTEBRE LOMBARI|C|0|LUSSAZIONE ESPOSTA DELLE VERTEBRE LOMBARI|||12/12/2013 12:15|
839.31|839.31|LUSSAZIONE ESPOSTA DELLE VERTEBRE TORACICHE|LUSSAZIONE ESPOSTA DELLE VERTEBRE TORACICHE|C|0|LUSSAZIONE ESPOSTA DELLE VERTEBRE TORACICHE|||12/12/2013 12:15|
DEPRECATED.839.4|839.4|ALTR LUSS VERTEBR-SEMPL|ALTR LUSS VERTEBR-SEMPL|C|0|ALTR LUSS VERTEBR-SEMPL|||12/12/2013 12:15|
839.40|839.40|LUSSAZIONE CHIUSA DI VERTEBRA,SITO NON SPECIFICATO|LUSSAZIONE CHIUSA DI VERTEBRA,SITO NON SPECIFICATO|C|0|LUSSAZIONE CHIUSA DI VERTEBRA,SITO NON SPECIFICATO|||12/12/2013 12:15|
839.41|839.41|LUSSAZIONE CHIUSA DEL COCCIGE|LUSSAZIONE CHIUSA DEL COCCIGE|C|0|LUSSAZIONE CHIUSA DEL COCCIGE|||12/12/2013 12:15|
839.42|839.42|LUSSAZIONE CHIUSA DEL SACRO|LUSSAZIONE CHIUSA DEL SACRO|C|0|LUSSAZIONE CHIUSA DEL SACRO|||12/12/2013 12:15|
839.49|839.49|ALTRA LUSSAZIONE DI ALTRE VERTEBRE,CHIUSE|ALTRA LUSSAZIONE DI ALTRE VERTEBRE,CHIUSE|C|0|ALTRA LUSSAZIONE DI ALTRE VERTEBRE,CHIUSE|||12/12/2013 12:15|
DEPRECATED.839.5|839.5|ALTR LUSSAZ VERTEBR-COMP|ALTR LUSSAZ VERTEBR-COMP|C|0|ALTR LUSSAZ VERTEBR-COMP|||12/12/2013 12:15|
839.50|839.50|LUSSAZIONE ESPOSTA DI VERTEBRA,SITO NON SPECIFICATO|LUSSAZIONE ESPOSTA DI VERTEBRA,SITO NON SPECIFICATO|C|0|LUSSAZIONE ESPOSTA DI VERTEBRA,SITO NON SPECIFICATO|||12/12/2013 12:15|
839.51|839.51|LUSSAZIONE ESPOSTA DEL COCCIGE|LUSSAZIONE ESPOSTA DEL COCCIGE|C|0|LUSSAZIONE ESPOSTA DEL COCCIGE|||12/12/2013 12:15|
839.52|839.52|LUSSAZIONE ESPOSTA DEL SACRO|LUSSAZIONE ESPOSTA DEL SACRO|C|0|LUSSAZIONE ESPOSTA DEL SACRO|||12/12/2013 12:15|
839.59|839.59|ALTRA LUSSAZIONE DI ALTRE VERTEBRE,ESPOSTE|ALTRA LUSSAZIONE DI ALTRE VERTEBRE,ESPOSTE|C|0|ALTRA LUSSAZIONE DI ALTRE VERTEBRE,ESPOSTE|||12/12/2013 12:15|
DEPRECATED.839.6|839.6|LUSSAZ ALTR LUOGO-SEMPL|LUSSAZ ALTR LUOGO-SEMPL|C|0|LUSSAZ ALTR LUOGO-SEMPL|||12/12/2013 12:15|
839.61|839.61|LUSSAZIONE CHIUSA DELLO STERNO|LUSSAZIONE CHIUSA DELLO STERNO|C|0|LUSSAZIONE CHIUSA DELLO STERNO|||12/12/2013 12:15|
839.69|839.69|LUSSAZIONE ALTRE LOCALIZZAZIONI,CHIUSE,ALTRO|LUSSAZIONE ALTRE LOCALIZZAZIONI,CHIUSE,ALTRO|C|0|LUSSAZIONE ALTRE LOCALIZZAZIONI,CHIUSE,ALTRO|||12/12/2013 12:15|
DEPRECATED.839.7|839.7|LUSSAZIONE ALTR LUOGO-CO|LUSSAZIONE ALTR LUOGO-CO|C|0|LUSSAZIONE ALTR LUOGO-CO|||12/12/2013 12:15|
839.71|839.71|LUSSAZIONE ESPOSTA DELLO STERNO|LUSSAZIONE ESPOSTA DELLO STERNO|C|0|LUSSAZIONE ESPOSTA DELLO STERNO|||12/12/2013 12:15|
839.79|839.79|LUSSAZIONE ALTRE LOCALIZZAZIONI,ESPOSTE,ALTRO|LUSSAZIONE ALTRE LOCALIZZAZIONI,ESPOSTE,ALTRO|C|0|LUSSAZIONE ALTRE LOCALIZZAZIONI,ESPOSTE,ALTRO|||12/12/2013 12:15|
839.8|839.8|LUSSAZIONI MULTIPLE E MAL DEFINITE,CHIUSE|LUSSAZIONI MULTIPLE E MAL DEFINITE,CHIUSE|C|0|LUSSAZIONI MULTIPLE E MAL DEFINITE,CHIUSE|||12/12/2013 12:15|
839.9|839.9|LUSSAZIONI MULTIPLE E MAL DEFINITE,ESPOSTE|LUSSAZIONI MULTIPLE E MAL DEFINITE,ESPOSTE|C|0|LUSSAZIONI MULTIPLE E MAL DEFINITE,ESPOSTE|||12/12/2013 12:15|
DEPRECATED.840|840|DISTOR SPALLA/BRACCIA|DISTOR SPALLA/BRACCIA|C|0|DISTOR SPALLA/BRACCIA|||12/12/2013 12:15|
840.0|840.0|DISTORSIONE E DISTRAZIONE ACROMIOCLAVICOLARE (ARTICOLAZIONE) (LEGAMENTO)|DISTORSIONE E DISTRAZIONE ACROMIOCLAVICOLARE (ARTICOLAZIONE) (LEGAMENTO)|C|0|DISTORSIONE E DISTRAZIONE ACROMIOCLAVICOLARE (ARTICOLAZIONE) (LEGAMENTO)|||12/12/2013 12:15|
840.1|840.1|DISTORSIONE E DISTRAZIONE CORACOCLAVICOLARE (LEGAMENTO)|DISTORSIONE E DISTRAZIONE CORACOCLAVICOLARE (LEGAMENTO)|C|0|DISTORSIONE E DISTRAZIONE CORACOCLAVICOLARE (LEGAMENTO)|||12/12/2013 12:15|
840.2|840.2|DISTORSIONE E DISTRAZIONE CORACO-OMERALE (LEGAMENTO)|DISTORSIONE E DISTRAZIONE CORACO-OMERALE (LEGAMENTO)|C|0|DISTORSIONE E DISTRAZIONE CORACO-OMERALE (LEGAMENTO)|||12/12/2013 12:15|
840.3|840.3|DISTORSIONE E DISTRAZIONE SOTTOSPINOSO (MUSCOLO) (LEGAMENTO)|DISTORSIONE E DISTRAZIONE SOTTOSPINOSO (MUSCOLO) (LEGAMENTO)|C|0|DISTORSIONE E DISTRAZIONE SOTTOSPINOSO (MUSCOLO) (LEGAMENTO)|||12/12/2013 12:15|
840.4|840.4|DISTORSIONE E DISTRAZIONE CUFFIA DEI ROTATORI (CAPSULA)|DISTORSIONE E DISTRAZIONE CUFFIA DEI ROTATORI (CAPSULA)|C|0|DISTORSIONE E DISTRAZIONE CUFFIA DEI ROTATORI (CAPSULA)|||12/12/2013 12:15|
840.5|840.5|DISTORSIONE E DISTRAZIONE SOTTOSCAPOLARE (MUSCOLO)|DISTORSIONE E DISTRAZIONE SOTTOSCAPOLARE (MUSCOLO)|C|0|DISTORSIONE E DISTRAZIONE SOTTOSCAPOLARE (MUSCOLO)|||12/12/2013 12:15|
840.6|840.6|DISTORSIONE E DISTRAZIONE SOPRASPINOSO (MUSCOLO) (TENDINE)|DISTORSIONE E DISTRAZIONE SOPRASPINOSO (MUSCOLO) (TENDINE)|C|0|DISTORSIONE E DISTRAZIONE SOPRASPINOSO (MUSCOLO) (TENDINE)|||12/12/2013 12:15|
840.7|840.7|LESIONE DEL LABRUM GLENOIDE SUPERIORE|LESIONE DEL LABRUM GLENOIDE SUPERIORE|C|0|LESIONE DEL LABRUM GLENOIDE SUPERIORE|||12/12/2013 12:15|
840.8|840.8|DISTORSIONE E DISTRAZIONE DI ALTRI SITI SPECIFICATI DELLA SPALLA E DEL BRACCIO|DISTORSIONE E DISTRAZIONE DI ALTRI SITI SPECIFICATI DELLA SPALLA E DEL BRACCIO|C|0|DISTORSIONE E DISTRAZIONE DI ALTRI SITI SPECIFICATI DELLA SPALLA E DEL BRACCIO|||12/12/2013 12:15|
840.9|840.9|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DELLA SPALLA E DEL BRACCIO|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DELLA SPALLA E DEL BRACCIO|C|0|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DELLA SPALLA E DEL BRACCIO|||12/12/2013 12:15|
DEPRECATED.841|841|DISTOR GOMITO/AVAMBRACC|DISTOR GOMITO/AVAMBRACC|C|0|DISTOR GOMITO/AVAMBRACC|||12/12/2013 12:15|
841.0|841.0|DISTORSIONE E DISTRAZIONE DEL LEGAMENTO LATERALE ESTERNO|DISTORSIONE E DISTRAZIONE DEL LEGAMENTO LATERALE ESTERNO|C|0|DISTORSIONE E DISTRAZIONE DEL LEGAMENTO LATERALE ESTERNO|||12/12/2013 12:15|
841.1|841.1|DISTORSIONE E DISTRAZIONE DEL LEGAMENTO LATERALE INTERNO|DISTORSIONE E DISTRAZIONE DEL LEGAMENTO LATERALE INTERNO|C|0|DISTORSIONE E DISTRAZIONE DEL LEGAMENTO LATERALE INTERNO|||12/12/2013 12:15|
841.2|841.2|DISTORSIONE E DISTRAZIONE RADIO-OMERALE (ARTICOLAZIONE)|DISTORSIONE E DISTRAZIONE RADIO-OMERALE (ARTICOLAZIONE)|C|0|DISTORSIONE E DISTRAZIONE RADIO-OMERALE (ARTICOLAZIONE)|||12/12/2013 12:15|
841.3|841.3|DISTORSIONE E DISTRAZIONE OMEROCUBITALE (ARTICOLAZIONE)|DISTORSIONE E DISTRAZIONE OMEROCUBITALE (ARTICOLAZIONE)|C|0|DISTORSIONE E DISTRAZIONE OMEROCUBITALE (ARTICOLAZIONE)|||12/12/2013 12:15|
841.8|841.8|DISTORSIONE E DISTRAZIONE DI ALTRI SITI SPECIFICATI DEL GOMITO E DELL'AVAMBRACCIO|DISTORSIONE E DISTRAZIONE DI ALTRI SITI SPECIFICATI DEL GOMITO E DELL'AVAMBRACCIO|C|0|DISTORSIONE E DISTRAZIONE DI ALTRI SITI SPECIFICATI DEL GOMITO E DELL'AVAMBRACCIO|||12/12/2013 12:15|
841.9|841.9|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DEL GOMITO E DELL'AVAMBRACCIO|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DEL GOMITO E DELL'AVAMBRACCIO|C|0|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DEL GOMITO E DELL'AVAMBRACCIO|||12/12/2013 12:15|
DEPRECATED.842|842|DISTORSIONE POLSO/MANO|DISTORSIONE POLSO/MANO|C|0|DISTORSIONE POLSO/MANO|||12/12/2013 12:15|
DEPRECATED.842.0|842.0|DISTORSIONE POLSO|DISTORSIONE POLSO|C|0|DISTORSIONE POLSO|||12/12/2013 12:15|
842.00|842.00|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DEL POLSO E DELLA MANO|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DEL POLSO E DELLA MANO|C|0|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DEL POLSO E DELLA MANO|||12/12/2013 12:15|
842.01|842.01|DISTORSIONE E DISTRAZIONE CARPALE (ARTICOLAZIONE)|DISTORSIONE E DISTRAZIONE CARPALE (ARTICOLAZIONE)|C|0|DISTORSIONE E DISTRAZIONE CARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
842.02|842.02|DISTORSIONE E DISTRAZIONE RADIOCARPALE (ARTICOLAZIONE) (LEGAMENTO)|DISTORSIONE E DISTRAZIONE RADIOCARPALE (ARTICOLAZIONE) (LEGAMENTO)|C|0|DISTORSIONE E DISTRAZIONE RADIOCARPALE (ARTICOLAZIONE) (LEGAMENTO)|||12/12/2013 12:15|
842.09|842.09|DISTORSIONE E DISTRAZIONE DI ALTRO SITO DEL POLSO|DISTORSIONE E DISTRAZIONE DI ALTRO SITO DEL POLSO|C|0|DISTORSIONE E DISTRAZIONE DI ALTRO SITO DEL POLSO|||12/12/2013 12:15|
DEPRECATED.842.1|842.1|DISTORSIONE MANO|DISTORSIONE MANO|C|0|DISTORSIONE MANO|||12/12/2013 12:15|
842.10|842.10|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DELLA MANO|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DELLA MANO|C|0|DISTORSIONE E DISTRAZIONE DI SITO NON SPECIFICATO DELLA MANO|||12/12/2013 12:15|
842.11|842.11|DISTORSIONE E DISTRAZIONE CARPOMETACARPALE (ARTICOLAZIONE)|DISTORSIONE E DISTRAZIONE CARPOMETACARPALE (ARTICOLAZIONE)|C|0|DISTORSIONE E DISTRAZIONE CARPOMETACARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
842.12|842.12|DISTORSIONE E DISTRAZIONE METACARPOFALANGEA (ARTICOLAZIONE)|DISTORSIONE E DISTRAZIONE METACARPOFALANGEA (ARTICOLAZIONE)|C|0|DISTORSIONE E DISTRAZIONE METACARPOFALANGEA (ARTICOLAZIONE)|||12/12/2013 12:15|
842.13|842.13|DISTORSIONE E DISTRAZIONE INTERFALANGEA (ARTICOLAZIONE)|DISTORSIONE E DISTRAZIONE INTERFALANGEA (ARTICOLAZIONE)|C|0|DISTORSIONE E DISTRAZIONE INTERFALANGEA (ARTICOLAZIONE)|||12/12/2013 12:15|
842.19|842.19|DISTORSIONE E DISTRAZIONE DI ALTRO SITO DELLA MANO|DISTORSIONE E DISTRAZIONE DI ALTRO SITO DELLA MANO|C|0|DISTORSIONE E DISTRAZIONE DI ALTRO SITO DELLA MANO|||12/12/2013 12:15|
DEPRECATED.843|843|DISTORSIONE ANCA/COSCIA|DISTORSIONE ANCA/COSCIA|C|0|DISTORSIONE ANCA/COSCIA|||12/12/2013 12:15|
843.0|843.0|DISTORSIONE E DISTRAZIONE ILIOFEMORALE (LEGAMENTO)|DISTORSIONE E DISTRAZIONE ILIOFEMORALE (LEGAMENTO)|C|0|DISTORSIONE E DISTRAZIONE ILIOFEMORALE (LEGAMENTO)|||12/12/2013 12:15|
843.1|843.1|DISTORSIONE E DISTRAZIONE ISCHIOCAPSULARE (LEGAMENTO)|DISTORSIONE E DISTRAZIONE ISCHIOCAPSULARE (LEGAMENTO)|C|0|DISTORSIONE E DISTRAZIONE ISCHIOCAPSULARE (LEGAMENTO)|||12/12/2013 12:15|
